id,Zone,Area,BlockStart,BlockEnd,PayBoxAddress,Dir,StreetName,StreetSU,Address,LOC,LAT,LNG,ExistingRevenue,RevenueValue,FineLevel,NumberSpaces,Required,FullUtilizationAmount,2013_2014FullUtilization,UtilizationRate,Impacted
1725,2,443,870,872,870,W,BUCKINGHAM,PL,"870 W BUCKINGHAM PL, Chicago, IL","(41.9429299, -87.652064)",41.9429299,-87.652064,5549.47,5549.47,50,2,Non-CBD,11268,5634,0.4925,Impacted
1726,2,924,2807,2815,2811,N,BURLING,ST,"2811 N BURLING ST, Chicago, IL","(41.933099, -87.647665)",41.933099,-87.647665,9853.91,9853.91,50,4,Non-CBD,22536,5634,0.4373,Impacted
1727,2,924,2808,2816,2810,N,BURLING,ST,"2810 N BURLING ST, Chicago, IL","(41.933098, -87.6477018)",41.933098,-87.6477018,9569.62,9569.62,50,5,Non-CBD,28170,5634,0.3397,Impacted
1728,2,923,2805,2815,2809,N,CAMBRIDGE,AVE,"2809 N CAMBRIDGE AVE, Chicago, IL","(41.9331648, -87.64273999999999)",41.9331648,-87.64273999999999,24858.78,24858.78,50,7,Non-CBD,61348,8764,0.4052,Impacted
1729,2,923,2806,2812,2808,N,CAMBRIDGE,AVE,"2808 N CAMBRIDGE AVE, Chicago, IL","(41.9332216, -87.6427772)",41.9332216,-87.6427772,18955.13,18955.13,50,4,Non-CBD,35056,8764,0.5407,Impacted
1730,2,251,1735,1933,1815,N,CLARK,ST,"1815 N CLARK ST, Chicago, IL","(41.9144579, -87.633627)",41.9144579,-87.633627,49904.77,49904.77,50,9,Non-CBD,78876,8764,0.6327,Impacted
1731,2,251,1735,1933,1841,N,CLARK,ST,"1841 N CLARK ST, Chicago, IL","(41.9146818, -87.6337666)",41.9146818,-87.6337666,75834.81,75834.81,50,14,Non-CBD,122696,8764,0.6181,Impacted
1732,2,251,1735,1933,1921,N,CLARK,ST,"1921 N CLARK ST, Chicago, IL","(41.916018, -87.63457149999999)",41.916018,-87.63457149999999,76177.12,76177.12,50,16,Non-CBD,140224,8764,0.5433,Impacted
1733,2,251,1735,1933,1927,N,CLARK,ST,"1927 N CLARK ST, Chicago, IL","(41.91613510000001, -87.6346428)",41.91613510000001,-87.6346428,64692.25,64692.25,50,11,Non-CBD,96404,8764,0.6711,Impacted
1734,2,251,327,351,341,W,ARMITAGE,AVE,"341 W ARMITAGE AVE, Chicago, IL","(41.9182498, -87.63809)",41.9182498,-87.63809,62599.62,62599.62,50,11,Non-CBD,96404,8764,0.6493,Impacted
1735,2,251,1910,1964,1954,N,CLARK,ST,"1954 N CLARK ST, Chicago, IL","(41.9176152, -87.6355935)",41.9176152,-87.6355935,71423.1,71423.1,50,13,Non-CBD,113932,8764,0.6269,Impacted
1736,2,251,1910,1964,1914,N,CLARK,ST,"1914 N CLARK ST, Chicago, IL","(41.917023, -87.635587)",41.917023,-87.635587,9072.81,9072.81,50,4,Non-CBD,35056,8764,0.2588,Impacted
1737,2,711,1632,1638,1638,N,CLARK,ST,"1638 N CLARK ST, Chicago, IL","(41.9121996, -87.63228480000001)",41.9121996,-87.63228480000001,35419.65,35419.65,50,6,Non-CBD,52584,8764,0.6736,Impacted
1738,2,251,1828,1846,1840,N,CLARK,ST,"1840 N CLARK ST, Chicago, IL","(41.91587759999999, -87.6349592)",41.91587759999999,-87.6349592,31601.05,31601.05,50,6,Non-CBD,52584,8764,0.601,Impacted
1739,2,251,1734,1764,1762,N,CLARK,ST,"1762 N CLARK ST, Chicago, IL","(41.914654, -87.634086)",41.914654,-87.634086,36125.36,36125.36,50,5,Non-CBD,43820,8764,0.8244,Impacted
1740,2,251,1808,1814,1812,N,CLARK,ST,"1812 N CLARK ST, Chicago, IL","(41.9154648, -87.6342734)",41.9154648,-87.6342734,11213.66,11213.66,50,2,Non-CBD,17528,8764,0.6398,Impacted
1741,2,251,1730,1732,1730,N,CLARK,ST,"1730 N CLARK ST, Chicago, IL","(41.913788, -87.63387259999999)",41.913788,-87.63387259999999,20093.01,20093.01,50,3,Non-CBD,26292,8764,0.7642,Impacted
1742,2,251,440,450,444,W,DICKENS,AVE,"444 W DICKENS AVE, Chicago, IL","(41.9201313, -87.6405564)",41.9201313,-87.6405564,9211.17,9211.17,50,4,Non-CBD,35056,8764,0.2628,Impacted
1743,2,449,2201,2263,2237,N,CLARK,ST,"2237 N CLARK ST, Chicago, IL","(41.9229025, -87.6388271)",41.9229025,-87.6388271,35649.58,35649.58,50,6,Non-CBD,52584,8764,0.678,Impacted
1744,2,449,2201,2263,2223,N,CLARK,ST,"2223 N CLARK ST, Chicago, IL","(41.9228664, -87.63880739999999)",41.9228664,-87.63880739999999,63925.63,63925.63,50,12,Non-CBD,105168,8764,0.6078,Impacted
1745,2,449,2216,2262,2252,N,CLARK,ST,"2252 N CLARK ST, Chicago, IL","(41.923233, -87.639365)",41.923233,-87.639365,54651.63,54651.63,50,18,Non-CBD,148356,8242,0.3684,Impacted
1746,2,449,2216,2262,2220,N,CLARK,ST,"2220 N CLARK ST, Chicago, IL","(41.9225322, -87.6386533)",41.9225322,-87.6386533,50194.87,50194.87,50,6,Non-CBD,49452,8242,1.015,Impacted
1747,2,439,2305,2359,2317,N,CLARK,ST,"2317 N CLARK ST, Chicago, IL","(41.9243712, -87.6392674)",41.9243712,-87.6392674,56132.93,56132.93,50,10,Non-CBD,87640,8764,0.6405,Impacted
1748,2,439,2305,2359,2337,N,CLARK,ST,"2337 N CLARK ST, Chicago, IL","(41.9248414, -87.639799)",41.9248414,-87.639799,62692.52,62692.52,50,9,Non-CBD,78876,8764,0.7948,Impacted
1749,2,439,2306,2360,2344,N,CLARK,ST,"2344 N CLARK ST, Chicago, IL","(41.9248725, -87.6400616)",41.9248725,-87.6400616,52339.03,52339.03,50,11,Non-CBD,90662,8242,0.5773,Impacted
1750,2,439,2306,2360,2324,N,CLARK,ST,"2324 N CLARK ST, Chicago, IL","(41.9242787, -87.64005310000002)",41.9242787,-87.64005310000002,49925.28,49925.28,50,10,Non-CBD,82420,8242,0.6057,Impacted
1751,2,439,2411,2449,2425,N,CLARK,ST,"2425 N CLARK ST, Chicago, IL","(41.9264341, -87.64072329999999)",41.9264341,-87.64072329999999,88332.3,88332.3,50,12,Non-CBD,105168,8764,0.8399,Impacted
1752,2,439,2418,2420,2420,N,CLARK,ST,"2420 N CLARK ST, Chicago, IL","(41.92624, -87.6410235)",41.92624,-87.6410235,55676.76,55676.76,50,8,Non-CBD,65936,8242,0.8444,Impacted
1753,2,439,2471,2479,2475,N,CLARK,ST,"2475 N CLARK ST, Chicago, IL","(41.9273376, -87.641515)",41.9273376,-87.641515,32901.96,32901.96,50,3,Non-CBD,26292,8764,1.2514,Impacted
1754,2,439,2501,2503,2503,N,CLARK,ST,"2503 N CLARK ST, Chicago, IL","(41.9280234, -87.64174899999999)",41.9280234,-87.64174899999999,15970.49,15970.49,50,2,Non-CBD,17528,8764,0.9111,Impacted
1755,2,439,2466,2518,2506,N,CLARK,ST,"2506 N CLARK ST, Chicago, IL","(41.9279026, -87.64232349999999)",41.9279026,-87.64232349999999,44838.21,44838.21,50,8,Non-CBD,65936,8242,0.68,Impacted
1756,2,439,2533,2559,2545,N,CLARK,ST,"2545 N CLARK ST, Chicago, IL","(41.9290483, -87.6422604)",41.9290483,-87.6422604,38325.09,38325.09,50,3,Non-CBD,26292,8764,1.4577,Impacted
1757,2,439,2540,2568,2550,N,CLARK,ST,"2550 N CLARK ST, Chicago, IL","(41.9290351, -87.6426936)",41.9290351,-87.6426936,102202.52,102202.52,50,13,Non-CBD,107146,8242,0.9539,Impacted
1758,2,440,2619,2663,2637,N,CLARK,ST,"2637 N CLARK ST, Chicago, IL","(41.9306255, -87.64384539999999)",41.9306255,-87.64384539999999,58965.5,58965.5,50,14,Non-CBD,122696,8764,0.4806,Impacted
1759,2,440,2626,2636,2626,N,CLARK,ST,"2626 N CLARK ST, Chicago, IL","(41.930228, -87.6439719)",41.930228,-87.6439719,39727.89,39727.89,50,6,Non-CBD,49452,8242,0.8034,Impacted
1760,2,440,2632,2710,2656,N,CLARK,ST,"2656 N CLARK ST, Chicago, IL","(41.93098519999999, -87.64408829999999)",41.93098519999999,-87.64408829999999,82746.35,82746.35,50,16,Non-CBD,131872,8242,0.6275,Impacted
1761,2,440,2726,2746,2736,N,CLARK,ST,"2736 N CLARK ST, Chicago, IL","(41.93230399999999, -87.645179)",41.93230399999999,-87.645179,71771.42,71771.42,50,10,Non-CBD,82420,8242,0.8708,Impacted
1762,2,440,2701,2711,2705,N,CLARK,ST,"2705 N CLARK ST, Chicago, IL","(41.93142479999999, -87.6443037)",41.93142479999999,-87.6443037,26958.87,26958.87,50,1,Non-CBD,8764,8764,3.0761,Impacted
1763,2,440,2721,2731,2725,N,CLARK,ST,"2725 N CLARK ST, Chicago, IL","(41.9321747, -87.6443379)",41.9321747,-87.6443379,41804.13,41804.13,50,6,Non-CBD,52584,8764,0.795,Impacted
1764,2,441,2809,2871,2835,N,CLARK,ST,"2835 N CLARK ST, Chicago, IL","(41.9336905, -87.6455855)",41.9336905,-87.6455855,92059.52,92059.52,50,12,Non-CBD,105168,8764,0.8754,Impacted
1765,2,441,2809,2871,2859,N,CLARK,ST,"2859 N CLARK ST, Chicago, IL","(41.9345459, -87.6462957)",41.9345459,-87.6462957,49487.3,49487.3,50,6,Non-CBD,52584,8764,0.9411,Impacted
1766,2,441,2848,2860,2852,N,CLARK,ST,"2852 N CLARK ST, Chicago, IL","(41.9341873, -87.6463163)",41.9341873,-87.6463163,50798.95,50798.95,50,8,Non-CBD,70112,8764,0.7245,Impacted
1767,2,441,2903,2921,2911,N,CLARK,ST,"2911 N CLARK ST, Chicago, IL","(41.9351226, -87.6467644)",41.9351226,-87.6467644,51570.1,51570.1,50,7,Non-CBD,61348,8764,0.8406,Impacted
1768,2,441,2860,2918,2910,N,CLARK,ST,"2910 N CLARK ST, Chicago, IL","(41.93521399999999, -87.647201)",41.93521399999999,-87.647201,44479.45,44479.45,50,5,Non-CBD,43820,8764,1.015,Impacted
1769,2,441,2921,2957,2941,N,CLARK,ST,"2941 N CLARK ST, Chicago, IL","(41.93598799999999, -87.647098)",41.93598799999999,-87.647098,44779.1,44779.1,50,13,Non-CBD,113932,8764,0.393,Impacted
1770,2,441,2932,2956,2940,N,CLARK,ST,"2940 N CLARK ST, Chicago, IL","(41.9360255, -87.6477814)",41.9360255,-87.6477814,40278.7,40278.7,50,9,Non-CBD,78876,8764,0.5107,Impacted
1771,2,441,3005,3043,3033,N,CLARK,ST,"3033 N CLARK ST, Chicago, IL","(41.9378613, -87.64895899999999)",41.9378613,-87.64895899999999,27932.47,27932.47,50,15,Non-CBD,131460,8764,0.2125,Impacted
1772,2,441,3014,3038,3024,N,CLARK,ST,"3024 N CLARK ST, Chicago, IL","(41.9378649, -87.6490052)",41.9378649,-87.6490052,20166.87,20166.87,50,11,Non-CBD,96404,8764,0.2092,Impacted
1773,2,442,3110,3128,3114,N,CLARK,ST,"3114 N CLARK ST, Chicago, IL","(41.9384878, -87.6495195)",41.9384878,-87.6495195,23107.11,23107.11,50,6,Non-CBD,52584,8764,0.4394,Impacted
1774,2,442,3137,3169,3151,N,CLARK,ST,"3151 N CLARK ST, Chicago, IL","(41.9388207, -87.6497545)",41.9388207,-87.6497545,50243.07,50243.07,50,13,Non-CBD,113932,8764,0.441,Impacted
1775,2,442,3152,3182,3168,N,CLARK,ST,"3168 N CLARK ST, Chicago, IL","(41.9394991, -87.65034659999999)",41.9394991,-87.65034659999999,64427.16,64427.16,50,15,Non-CBD,131460,8764,0.4901,Impacted
1776,2,443,3205,3261,3221,N,CLARK,ST,"3221 N CLARK ST, Chicago, IL","(41.9406233, -87.65092179999999)",41.9406233,-87.65092179999999,57828.51,57828.51,50,12,Non-CBD,105168,8764,0.5499,Impacted
1777,2,443,3205,3261,3241,N,CLARK,ST,"3241 N CLARK ST, Chicago, IL","(41.941205, -87.6516738)",41.941205,-87.6516738,43968.82,43968.82,50,14,Non-CBD,122696,8764,0.3584,Impacted
1778,2,443,3208,3266,3228,N,CLARK,ST,"3228 N CLARK ST, Chicago, IL","(41.94055, -87.6516058)",41.94055,-87.6516058,31838.93,31838.93,50,11,Non-CBD,96404,8764,0.3303,Impacted
1779,2,443,3208,3266,3246,N,CLARK,ST,"3246 N CLARK ST, Chicago, IL","(41.942862, -87.653446)",41.942862,-87.653446,36157.32,36157.32,50,13,Non-CBD,113932,8764,0.3174,Impacted
1780,2,443,3305,3323,3317,N,CLARK,ST,"3317 N CLARK ST, Chicago, IL","(41.942391, -87.6523732)",41.942391,-87.6523732,26182.38,26182.38,50,8,Non-CBD,70112,8764,0.3734,Impacted
1781,2,443,3310,3324,3316,N,CLARK,ST,"3316 N CLARK ST, Chicago, IL","(41.9421212, -87.65247000000001)",41.9421212,-87.65247000000001,34237.86,34237.86,50,8,Non-CBD,70112,8764,0.4883,Impacted
1782,2,443,3335,3349,3341,N,CLARK,ST,"3341 N CLARK ST, Chicago, IL","(41.942941, -87.65267999999999)",41.942941,-87.65267999999999,45756.71,45756.71,50,9,Non-CBD,78876,8764,0.5801,Impacted
1783,2,443,3328,3348,3338,N,CLARK,ST,"3338 N CLARK ST, Chicago, IL","(41.942769, -87.6531868)",41.942769,-87.6531868,38785.3,38785.3,50,11,Non-CBD,96404,8764,0.4023,Impacted
1784,2,443,3403,3419,3411,N,CLARK,ST,"3411 N CLARK ST, Chicago, IL","(41.9438478, -87.65381099999999)",41.9438478,-87.65381099999999,25896.21,25896.21,50,7,Non-CBD,61348,8764,0.4221,Impacted
1785,2,443,3408,3412,3410,N,CLARK,ST,"3410 N CLARK ST, Chicago, IL","(41.9438779, -87.6538779)",41.9438779,-87.6538779,12163.23,12163.23,50,2,Non-CBD,17528,8764,0.6939,Impacted
1786,2,925,3449,3545,3465,N,CLARK,ST,"3465 N CLARK ST, Chicago, IL","(41.9452942, -87.6547152)",41.9452942,-87.6547152,28689.47,28689.47,50,12,Non-CBD,105168,8764,0.2728,Impacted
1787,2,925,3449,3545,3515,N,CLARK,ST,"3515 N CLARK ST, Chicago, IL","(41.946116, -87.65541320000001)",41.946116,-87.65541320000001,50149.15,50149.15,50,9,Non-CBD,78876,8764,0.6358,Impacted
1788,2,925,3448,3474,3460,N,CLARK,ST,"3460 N CLARK ST, Chicago, IL","(41.9450846, -87.654848)",41.9450846,-87.654848,41709.8,41709.8,50,10,Non-CBD,87640,8764,0.4759,Impacted
1789,2,925,3524,3530,3524,N,CLARK,ST,"3524 N CLARK ST, Chicago, IL","(41.9461923, -87.6560195)",41.9461923,-87.6560195,14347.9,14347.9,50,4,Non-CBD,35056,8764,0.4093,Impacted
1790,2,925,3538,3556,3548,N,CLARK,ST,"3548 N CLARK ST, Chicago, IL","(41.946696, -87.65649900000001)",41.946696,-87.65649900000001,39481.24,39481.24,50,8,Non-CBD,70112,8764,0.5631,Impacted
1791,2,407,3614,3630,3620,N,CLARK,ST,"3620 N CLARK ST, Chicago, IL","(41.9477887, -87.65727509999999)",41.9477887,-87.65727509999999,6099.28,6099.28,50,6,Non-CBD,52584,8764,0.116,Impacted
1792,2,407,3658,3664,3660,N,CLARK,ST,"3660 N CLARK ST, Chicago, IL","(41.9487111, -87.658025)",41.9487111,-87.658025,6909.56,6909.56,50,4,Non-CBD,35056,8764,0.1971,Impacted
1793,2,407,3717,3749,3747,N,CLARK,ST,"3747 N CLARK ST, Chicago, IL","(41.950316, -87.658596)",41.950316,-87.658596,11313.13,11313.13,50,4,Non-CBD,35056,8764,0.3227,Impacted
1794,2,407,3717,3749,3725,N,CLARK,ST,"3725 N CLARK ST, Chicago, IL","(41.949758, -87.658153)",41.949758,-87.658153,19026.99,19026.99,50,11,Non-CBD,96404,8764,0.1974,Impacted
1795,2,407,3706,3738,3712,N,CLARK,ST,"3712 N CLARK ST, Chicago, IL","(41.9494273, -87.6583239)",41.9494273,-87.6583239,18557.91,18557.91,50,6,Non-CBD,52584,8764,0.3529,Impacted
1796,2,407,3706,3738,3724,N,CLARK,ST,"3724 N CLARK ST, Chicago, IL","(41.949715, -87.6587644)",41.949715,-87.6587644,16791.58,16791.58,50,10,Non-CBD,87640,8764,0.1916,Impacted
1797,2,407,3802,3812,3808,N,CLARK,ST,"3808 N CLARK ST, Chicago, IL","(41.9513009, -87.65993929999999)",41.9513009,-87.65993929999999,29318.8,29318.8,50,4,Non-CBD,35056,8764,0.8363,Impacted
1798,2,445,3149,3157,3155,N,CLIFTON,AVE,"3155 N CLIFTON AVE, Chicago, IL","(41.9394455, -87.65771869999999)",41.9394455,-87.65771869999999,6505.04,6505.04,50,5,Non-CBD,28170,5634,0.2309,Impacted
1799,2,445,3203,3211,3207,N,CLIFTON,AVE,"3207 N CLIFTON AVE, Chicago, IL","(41.94013, -87.657563)",41.94013,-87.657563,4310.56,4310.56,50,3,Non-CBD,16902,5634,0.255,Impacted
1800,2,445,3202,3206,3204,N,CLIFTON,AVE,"3204 N CLIFTON AVE, Chicago, IL","(41.94002740000001, -87.6577734)",41.94002740000001,-87.6577734,1667.83,1667.83,50,2,Non-CBD,11268,5634,0.148,Impacted
1801,2,353,1605,1777,1625,N,CLYBOURN,AVE,"1625 N CLYBOURN AVE, Chicago, IL","(41.9116881, -87.650137)",41.9116881,-87.650137,67227.73,67227.73,50,13,Non-CBD,113932,8764,0.5901,Impacted
1802,2,353,1605,1777,1723,N,CLYBOURN,AVE,"1723 N CLYBOURN AVE, Chicago, IL","(41.912546, -87.65135099999999)",41.912546,-87.65135099999999,8987.32,8987.32,50,12,Non-CBD,105168,8764,0.0855,Impacted
1803,2,353,1605,1777,1751,N,CLYBOURN,AVE,"1751 N CLYBOURN AVE, Chicago, IL","(41.9129862, -87.6523996)",41.9129862,-87.6523996,11780.88,11780.88,50,20,Non-CBD,175280,8764,0.0672,Impacted
1804,2,353,1605,1777,1701,N,CLYBOURN,AVE,"1701 N CLYBOURN AVE, Chicago, IL","(41.9121359, -87.65083930000002)",41.9121359,-87.65083930000002,15830.67,15830.67,50,4,Non-CBD,35056,8764,0.4516,Impacted
1805,2,279,1700,1758,1750,N,CLYBOURN,AVE,"1750 N CLYBOURN AVE, Chicago, IL","(41.9127889, -87.65255599999999)",41.9127889,-87.65255599999999,15930.5,15930.5,50,7,Non-CBD,61348,8764,0.2597,Impacted
1806,2,279,1700,1758,1720,N,CLYBOURN,AVE,"1720 N CLYBOURN AVE, Chicago, IL","(41.9121732, -87.65170909999999)",41.9121732,-87.65170909999999,10651.49,10651.49,50,9,Non-CBD,78876,8764,0.135,Impacted
1807,2,279,1700,1758,1734,N,CLYBOURN,AVE,"1734 N CLYBOURN AVE, Chicago, IL","(41.91242099999999, -87.65205)",41.91242099999999,-87.65205,7484.23,7484.23,50,16,Non-CBD,140224,8764,0.0534,Impacted
1808,2,353,1805,1875,1823,N,CLYBOURN,AVE,"1823 N CLYBOURN AVE, Chicago, IL","(41.9143696, -87.6538826)",41.9143696,-87.6538826,30187.56,30187.56,50,13,Non-CBD,113932,8764,0.265,Impacted
1809,2,353,1805,1875,1845,N,CLYBOURN,AVE,"1845 N CLYBOURN AVE, Chicago, IL","(41.914608, -87.654224)",41.914608,-87.654224,70123.78,70123.78,50,16,Non-CBD,140224,8764,0.5001,Impacted
1810,2,279,1608,1626,1624,N,CLYBOURN,AVE,"1624 N CLYBOURN AVE, Chicago, IL","(41.911306, -87.6501048)",41.911306,-87.6501048,55707.37,55707.37,50,9,Non-CBD,74178,8242,0.751,Impacted
1811,2,279,1810,1866,1840,N,CLYBOURN,AVE,"1840 N CLYBOURN AVE, Chicago, IL","(41.9144882, -87.6549838)",41.9144882,-87.6549838,66732.36,66732.36,50,21,Non-CBD,184044,8764,0.3626,Impacted
1812,2,279,1810,1866,1820,N,CLYBOURN,AVE,"1820 N CLYBOURN AVE, Chicago, IL","(41.9143037, -87.6542778)",41.9143037,-87.6542778,32261.06,32261.06,50,8,Non-CBD,70112,8764,0.4601,Impacted
1813,2,279,1872,1880,1874,N,CLYBOURN,AVE,"1874 N CLYBOURN AVE, Chicago, IL","(41.915042, -87.65597799999999)",41.915042,-87.65597799999999,26720.93,26720.93,50,6,Non-CBD,52584,8764,0.5082,Impacted
1814,2,353,1903,1957,1915,N,CLYBOURN,AVE,"1915 N CLYBOURN AVE, Chicago, IL","(41.91602460000001, -87.6561794)",41.91602460000001,-87.6561794,35062.84,35062.84,50,16,Non-CBD,140224,8764,0.25,Impacted
1815,2,353,1903,1957,1953,N,CLYBOURN,AVE,"1953 N CLYBOURN AVE, Chicago, IL","(41.9169602, -87.65730459999999)",41.9169602,-87.65730459999999,8097.43,8097.43,50,10,Non-CBD,87640,8764,0.0924,Impacted
1816,2,279,1914,1950,1930,N,CLYBOURN,AVE,"1930 N CLYBOURN AVE, Chicago, IL","(41.9160522, -87.6571628)",41.9160522,-87.6571628,12386.02,12386.02,50,8,Non-CBD,70112,8764,0.1767,Impacted
1817,2,279,1914,1950,1920,N,CLYBOURN,AVE,"1920 N CLYBOURN AVE, Chicago, IL","(41.9155223, -87.65599069999999)",41.9155223,-87.65599069999999,19521.62,19521.62,50,10,Non-CBD,87640,8764,0.2227,Impacted
1818,2,279,1954,1970,1962,N,CLYBOURN,AVE,"1962 N CLYBOURN AVE, Chicago, IL","(41.9166243, -87.65775280000001)",41.9166243,-87.65775280000001,21094.18,21094.18,50,9,Non-CBD,78876,8764,0.2674,Impacted
1819,2,353,2103,2133,2117,N,CLYBOURN,AVE,"2117 N CLYBOURN AVE, Chicago, IL","(41.9198493, -87.6619184)",41.9198493,-87.6619184,19682.26,19682.26,50,14,Non-CBD,122696,8764,0.1604,Impacted
1820,2,353,2145,2159,2153,N,CLYBOURN,AVE,"2153 N CLYBOURN AVE, Chicago, IL","(41.92061820000001, -87.662449)",41.92061820000001,-87.662449,19616.23,19616.23,50,6,Non-CBD,52584,8764,0.373,Impacted
1821,2,353,2169,2187,2173,N,CLYBOURN,AVE,"2173 N CLYBOURN AVE, Chicago, IL","(41.920873, -87.66332050000001)",41.920873,-87.66332050000001,25537.47,25537.47,50,7,Non-CBD,61348,8764,0.4163,Impacted
1822,2,279,2170,2180,2174,N,CLYBOURN,AVE,"2174 N CLYBOURN AVE, Chicago, IL","(41.9210627, -87.6636328)",41.9210627,-87.6636328,24262.41,24262.41,50,6,Non-CBD,52584,8764,0.4614,Impacted
1823,2,425,1404,1408,1406,W,CORNELIA,AVE,"1406 W CORNELIA AVE, Chicago, IL","(41.945389, -87.664342)",41.945389,-87.664342,17678.88,17678.88,50,3,Non-CBD,26292,8764,0.6724,Impacted
1824,2,425,1403,1409,1405,W,CORNELIA,AVE,"1405 W CORNELIA AVE, Chicago, IL","(41.9452291, -87.66412509999999)",41.9452291,-87.66412509999999,20150.28,20150.28,50,4,Non-CBD,35056,8764,0.5748,Impacted
1825,2,446,639,641,639,W,CORNELIA,AVE,"639 W CORNELIA AVE, Chicago, IL","(41.9456072, -87.645754)",41.9456072,-87.645754,4735.03,4735.03,50,2,Non-CBD,11268,5634,0.4202,Impacted
1826,2,446,647,649,647,W,CORNELIA,AVE,"647 W CORNELIA AVE, Chicago, IL","(41.9454747, -87.64614689999999)",41.9454747,-87.64614689999999,3144.75,3144.75,50,2,Non-CBD,11268,5634,0.2791,Impacted
1827,2,437,755,757,757,W,CORNELIA,AVE,"757 W CORNELIA AVE, Chicago, IL","(41.9454258, -87.6492011)",41.9454258,-87.6492011,10025.64,10025.64,50,2,Non-CBD,17528,8764,0.572,Impacted
1828,2,437,803,809,807,W,CORNELIA,AVE,"807 W CORNELIA AVE, Chicago, IL","(41.9454343, -87.6498283)",41.9454343,-87.6498283,16515.53,16515.53,50,4,Non-CBD,35056,8764,0.4711,Impacted
1829,2,925,1001,1021,1011,W,CORNELIA,AVE,"1011 W CORNELIA AVE, Chicago, IL","(41.9455314, -87.6553318)",41.9455314,-87.6553318,26287.01,26287.01,50,9,Non-CBD,78876,8764,0.3333,Impacted
1830,2,925,1006,1010,1008,W,CORNELIA,AVE,"1008 W CORNELIA AVE, Chicago, IL",(),#VALUE!,#VALUE!,13022.14,13022.14,50,3,Non-CBD,26292,8764,0.4953,Impacted
1831,2,344,1639,1651,1647,W,CORTLAND,ST,"1647 W CORTLAND ST, Chicago, IL","(41.9158846, -87.6696594)",41.9158846,-87.6696594,27021.27,27021.27,50,7,Non-CBD,61348,8764,0.4405,Impacted
1832,2,344,1630,1648,1636,W,CORTLAND,ST,"1636 W CORTLAND ST, Chicago, IL","(41.91608970000001, -87.66949729999999)",41.91608970000001,-87.66949729999999,26982.71,26982.71,50,7,Non-CBD,61348,8764,0.4398,Impacted
1833,2,344,1702,1718,1706,W,CORTLAND,ST,"1706 W CORTLAND ST, Chicago, IL","(41.9160712, -87.67051719999999)",41.9160712,-87.67051719999999,24540.47,24540.47,50,9,Non-CBD,78876,8764,0.3111,Impacted
1834,2,923,422,446,430,W,DIVERSEY,PKWY,"430 W DIVERSEY PKWY, Chicago, IL","(41.9330569, -87.640639)",41.9330569,-87.640639,41835.07,41835.07,50,7,Non-CBD,61348,8764,0.6819,Impacted
1835,2,923,423,445,425,W,DIVERSEY,PKWY,"425 W DIVERSEY PKWY, Chicago, IL","(41.9325911, -87.6404385)",41.9325911,-87.6404385,40302.04,40302.04,50,6,Non-CBD,52584,8764,0.7664,Impacted
1836,2,923,506,524,520,W,DIVERSEY,PKWY,"520 W DIVERSEY PKWY, Chicago, IL","(41.932846, -87.642499)",41.932846,-87.642499,42752.5,42752.5,50,8,Non-CBD,70112,8764,0.6098,Impacted
1837,2,923,503,519,515,W,DIVERSEY,PKWY,"515 W DIVERSEY PKWY, Chicago, IL","(41.9328262, -87.6419959)",41.9328262,-87.6419959,56538.31,56538.31,50,10,Non-CBD,87640,8764,0.6451,Impacted
1838,2,923,540,548,544,W,DIVERSEY,PKWY,"544 W DIVERSEY PKWY, Chicago, IL","(41.9328461, -87.6425605)",41.9328461,-87.6425605,36751.54,36751.54,50,6,Non-CBD,52584,8764,0.6989,Impacted
1839,2,923,539,559,553,W,DIVERSEY,PKWY,"553 W DIVERSEY PKWY, Chicago, IL","(41.9325725, -87.64325339999999)",41.9325725,-87.64325339999999,49996.36,49996.36,50,8,Non-CBD,70112,8764,0.7131,Impacted
1840,2,923,569,623,615,W,DIVERSEY,PKWY,"615 W DIVERSEY PKWY, Chicago, IL","(41.9326256, -87.64425279999999)",41.9326256,-87.64425279999999,49761.7,49761.7,50,6,Non-CBD,52584,8764,0.9463,Impacted
1841,2,923,662,674,662,W,DIVERSEY,PKWY,"662 W DIVERSEY PKWY, Chicago, IL","(41.933037, -87.645971)",41.933037,-87.645971,16370.3,16370.3,50,4,Non-CBD,35056,8764,0.467,Impacted
1842,2,923,647,663,653,W,DIVERSEY,PKWY,"653 W DIVERSEY PKWY, Chicago, IL","(41.932766, -87.6454517)",41.932766,-87.6454517,64435.41,64435.41,50,8,Non-CBD,70112,8764,0.919,Impacted
1843,2,924,710,720,714,W,DIVERSEY,PKWY,"714 W DIVERSEY PKWY, Chicago, IL","(41.932896, -87.6472172)",41.932896,-87.6472172,30153.84,30153.84,50,4,Non-CBD,35056,8764,0.8602,Impacted
1844,2,924,701,721,711,W,DIVERSEY,PKWY,"711 W DIVERSEY PKWY, Chicago, IL","(41.93240000000001, -87.64708999999999)",41.93240000000001,-87.64708999999999,24771.9,24771.9,50,4,Non-CBD,35056,8764,0.7066,Impacted
1845,2,924,734,748,742,W,DIVERSEY,PKWY,"742 W DIVERSEY PKWY, Chicago, IL","(41.9329899, -87.64832229999999)",41.9329899,-87.64832229999999,30501,30501,50,8,Non-CBD,70112,8764,0.435,Impacted
